"TOA5","Bocas_MGeo","CR1000X","2444","CR1000X.Std.01.02","CPU:bocaslvl_20191212.CR1X","13142","EXOTable"
"TIMESTAMP","RECORD","WaterTemp","SpCond","Cond","TDS","Salinity","ODOSat","ODO","Pressure","Depth","PH","Turbidity","FCholophyll","MChlorophyll","FAlgae","MAlgae","fDom","QSEfDom","pHmv"
"2020-11-30 01:42:00",83876,29.01,51.55,55.5,33.51,33.77,83.9,5.35,0.32,0.219,8.03,0.73,0.19,0.81,0.03,0.1,0.66,-1.62,0
"2020-11-30 01:48:00",83877,29.01,51.51,55.45,33.48,33.74,84,5.36,0.31,0.215,8.03,0.78,0.25,1.07,0.01,0.02,0.61,-1.76,0
"2020-11-30 01:54:00",83878,29.01,51.53,55.47,33.49,33.75,83.9,5.35,0.32,0.224,8.03,0.62,0.15,0.63,-0.15,-0.55,0.58,-1.85,0
"2020-11-30 02:00:00",83879,29.01,51.53,55.48,33.5,33.75,84.2,5.38,0.33,0.228,8.03,0.66,0.13,0.57,-0.22,-0.82,0.61,-1.75,0
"2020-11-30 02:06:00",83880,29.01,51.53,55.47,33.49,33.75,86.3,5.51,0.34,0.234,8.04,0.68,0.25,1.08,0.03,0.07,0.58,-1.84,0
"2020-11-30 02:12:00",83881,28.99,51.51,55.43,33.48,33.74,85.9,5.48,0.35,0.242,8.04,0.65,0.15,0.63,-0.24,-0.91,0.53,-1.99,0
"2020-11-30 02:18:00",83882,29,51.52,55.45,33.49,33.74,85.1,5.43,0.36,0.248,8.04,0.64,0.09,0.39,-0.19,-0.72,0.61,-1.76,0
"2020-11-30 02:24:00",83883,29,51.52,55.46,33.49,33.75,86.4,5.51,0.37,0.255,8.05,0.6,0.09,0.4,-0.24,-0.88,0.59,-1.83,0
"2020-11-30 02:30:00",83884,29,51.53,55.47,33.49,33.75,88.1,5.62,0.37,0.258,8.05,0.55,0.1,0.44,-0.27,-0.98,0.48,-2.14,0
"2020-11-30 02:36:00",83885,29.01,51.53,55.48,33.5,33.75,87.9,5.61,0.37,0.255,8.05,0.68,0.11,0.48,-0.23,-0.86,0.53,-2.01,0
"2020-11-30 02:42:00",83886,28.99,51.54,55.47,33.5,33.76,87.7,5.6,0.38,0.263,8.05,0.52,0.15,0.66,-0.14,-0.55,0.57,-1.88,0
"2020-11-30 02:48:00",83887,29,51.54,55.48,33.5,33.76,85.9,5.48,0.39,0.266,8.04,0.55,0.05,0.2,-0.32,-1.18,0.54,-1.95,0
"2020-11-30 02:54:00",83888,28.99,51.55,55.47,33.5,33.76,87.3,5.57,0.39,0.267,8.05,0.55,0.08,0.33,-0.28,-1.05,0.55,-1.93,0
"2020-11-30 03:00:00",83889,28.98,51.54,55.46,33.5,33.76,87.8,5.6,0.39,0.27,8.05,0.59,0.1,0.43,-0.26,-0.96,0.48,-2.14,0
"2020-11-30 03:06:00",83890,28.98,51.53,55.45,33.5,33.76,88.6,5.66,0.39,0.267,8.05,0.53,0.16,0.7,-0.05,-0.19,0.51,-2.05,0
"2020-11-30 03:12:00",83891,28.99,51.54,55.46,33.5,33.76,87.5,5.59,0.39,0.272,8.05,0.65,0.1,0.44,-0.19,-0.69,0.44,-2.26,0
"2020-11-30 03:18:00",83892,28.99,51.54,55.47,33.5,33.76,87.5,5.58,0.4,0.273,8.05,0.66,0.05,0.23,-0.2,-0.75,0.53,-2.01,0
"2020-11-30 03:24:00",83893,28.99,51.54,55.47,33.5,33.76,86.5,5.52,0.4,0.279,8.04,0.61,0.15,0.65,-0.24,-0.89,0.48,-2.14,0
"2020-11-30 03:30:00",83894,29,51.54,55.47,33.5,33.76,86.9,5.54,0.41,0.282,8.05,0.58,0.01,0.04,-0.41,-1.49,0.5,-2.1,0
"2020-11-30 03:36:00",83895,28.99,51.55,55.47,33.5,33.76,88.2,5.63,0.41,0.28,8.05,0.55,0.05,0.2,-0.37,-1.37,0.52,-2.02,0
"2020-11-30 03:42:00",83896,28.99,51.55,55.48,33.51,33.77,86,5.49,0.41,0.282,8.04,0.6,0,-0.01,-0.4,-1.47,0.53,-2.01,0
"2020-11-30 03:48:00",83897,28.99,51.55,55.47,33.51,33.77,88.2,5.63,0.41,0.286,8.05,0.53,0.02,0.08,-0.3,-1.1,0.49,-2.11,0
"2020-11-30 03:54:00",83898,28.98,51.54,55.46,33.5,33.76,89.3,5.7,0.41,0.281,8.06,0.6,0.15,0.64,-0.25,-0.92,0.48,-2.13,0
"2020-11-30 04:00:00",83899,28.98,51.54,55.46,33.5,33.76,89.4,5.71,0.42,0.289,8.06,0.52,0.1,0.43,-0.32,-1.18,0.49,-2.12,0
"2020-11-30 04:06:00",83900,28.98,51.54,55.46,33.5,33.76,88.5,5.65,0.4,0.277,8.06,0.47,0.02,0.08,-0.4,-1.48,0.46,-2.2,0
"2020-11-30 04:12:00",83901,28.98,51.55,55.46,33.51,33.77,86.6,5.53,0.41,0.286,8.05,0.57,0.06,0.25,-0.37,-1.35,0.52,-2.03,0
"2020-11-30 04:18:00",83902,28.96,51.55,55.44,33.5,33.77,90.3,5.77,0.41,0.283,8.06,0.67,0.17,0.73,-0.05,-0.21,0.47,-2.17,0
"2020-11-30 04:24:00",83903,28.96,51.54,55.44,33.5,33.76,90.3,5.77,0.42,0.287,8.06,0.57,0.11,0.48,-0.22,-0.83,0.43,-2.3,0
"2020-11-30 04:30:00",83904,28.96,51.55,55.45,33.51,33.77,89.9,5.74,0.41,0.283,8.06,0.52,0.11,0.48,-0.31,-1.15,0.43,-2.29,0
"2020-11-30 04:36:00",83905,28.97,51.55,55.45,33.5,33.77,89.7,5.73,0.41,0.283,8.06,0.55,0.04,0.17,-0.37,-1.37,0.47,-2.16,0
"2020-11-30 04:42:00",83906,28.97,51.55,55.46,33.51,33.77,87.4,5.58,0.41,0.285,8.05,0.55,0.1,0.44,-0.26,-0.96,0.47,-2.17,0
"2020-11-30 04:48:00",83907,28.96,51.54,55.44,33.5,33.76,87.3,5.58,0.41,0.286,8.05,0.54,0.08,0.33,-0.35,-1.31,0.5,-2.09,0
"2020-11-30 04:54:00",83908,28.97,51.55,55.45,33.51,33.77,86.1,5.5,0.41,0.285,8.05,0.65,0.04,0.17,-0.48,-1.77,0.51,-2.06,0
"2020-11-30 05:00:00",83909,28.96,51.55,55.45,33.51,33.77,85.5,5.46,0.41,0.281,8.05,0.51,0.18,0.77,-0.13,-0.51,0.56,-1.92,0
"2020-11-30 05:06:00",83910,28.95,51.55,55.44,33.51,33.77,88.1,5.62,0.4,0.278,8.05,0.62,0.11,0.45,-0.3,-1.1,0.51,-2.06,0
"2020-11-30 05:12:00",83911,28.95,51.55,55.43,33.51,33.77,88.1,5.62,0.41,0.285,8.06,0.56,0.01,0.03,-0.49,-1.8,0.46,-2.21,0
"2020-11-30 05:18:00",83912,28.94,51.55,55.43,33.51,33.77,88.1,5.63,0.42,0.292,8.06,0.57,0.02,0.08,-0.45,-1.65,0.47,-2.17,0
"2020-11-30 05:24:00",83913,28.94,51.55,55.43,33.5,33.77,89,5.68,0.42,0.289,8.06,0.46,0.13,0.56,-0.31,-1.15,0.52,-2.02,0
"2020-11-30 05:30:00",83914,28.94,51.55,55.43,33.51,33.77,90.7,5.79,0.41,0.286,8.06,0.94,0.18,0.75,-0.1,-0.37,0.46,-2.2,0
"2020-11-30 05:36:00",83915,28.94,51.55,55.43,33.51,33.77,91.5,5.84,0.41,0.281,8.06,0.54,0.06,0.24,-0.38,-1.42,0.45,-2.23,0
"2020-11-30 05:42:00",83916,28.95,51.55,55.44,33.51,33.77,91,5.81,0.41,0.281,8.07,0.5,0.02,0.09,-0.39,-1.45,0.46,-2.2,0
"2020-11-30 05:48:00",83917,28.95,51.55,55.44,33.51,33.77,88.2,5.63,0.43,0.294,8.06,0.49,0.05,0.21,-0.46,-1.71,0.51,-2.05,0
"2020-11-30 05:54:00",83918,28.94,51.55,55.44,33.51,33.77,89.6,5.72,0.42,0.291,8.06,0.48,0.16,0.68,0.02,0.05,0.53,-2,0
"2020-11-30 06:00:00",83919,28.94,51.55,55.44,33.51,33.77,89.8,5.74,0.43,0.295,8.06,0.49,0.02,0.08,-0.46,-1.68,0.42,-2.33,0
"2020-11-30 06:06:00",83920,28.94,51.56,55.44,33.51,33.78,89,5.69,0.42,0.288,8.06,0.55,0.04,0.17,-0.39,-1.45,0.45,-2.23,0
"2020-11-30 06:12:00",83921,28.94,51.56,55.44,33.51,33.78,89.2,5.7,0.43,0.294,8.06,0.5,0.05,0.24,-0.42,-1.53,0.4,-2.39,0
"2020-11-30 06:18:00",83922,28.94,51.56,55.44,33.51,33.77,89.2,5.7,0.43,0.299,8.06,0.46,0.02,0.08,-0.4,-1.49,0.44,-2.27,0
"2020-11-30 06:24:00",83923,28.94,51.55,55.43,33.51,33.77,88.6,5.66,0.43,0.297,8.06,0.52,0.05,0.21,-0.44,-1.63,0.44,-2.27,0
"2020-11-30 06:30:00",83924,28.93,51.56,55.43,33.51,33.77,88.1,5.63,0.43,0.298,8.06,0.57,0.06,0.28,-0.25,-0.93,0.5,-2.08,0
"2020-11-30 06:36:00",83925,28.94,51.56,55.43,33.51,33.77,87.8,5.61,0.43,0.297,8.06,0.61,0.1,0.41,-0.32,-1.18,0.46,-2.21,0
"2020-11-30 06:42:00",83926,28.93,51.56,55.43,33.51,33.78,88.3,5.64,0.43,0.3,8.06,0.76,0.91,3.89,1.22,4.43,0.49,-2.13,0
"2020-11-30 06:48:00",83927,28.94,51.55,55.43,33.51,33.77,88.1,5.63,0.43,0.3,8.05,0.71,0.15,0.64,-0.02,-0.1,0.44,-2.27,0
"2020-11-30 06:54:00",83928,28.93,51.54,55.41,33.5,33.76,89.1,5.69,0.44,0.304,8.06,0.59,0.17,0.72,-0.17,-0.62,0.41,-2.34,0
"2020-11-30 07:00:00",83929,28.93,51.54,55.41,33.5,33.76,88.1,5.63,0.44,0.307,8.06,0.48,0.2,0.85,-0.15,-0.58,0.38,-2.43,0
"2020-11-30 07:06:00",83930,28.92,51.52,55.37,33.49,33.75,90.9,5.81,0.45,0.31,8.07,0.51,0.22,0.92,-0.05,-0.2,0.36,-2.5,0
"2020-11-30 07:12:00",83931,28.91,51.53,55.38,33.5,33.76,91.2,5.83,0.44,0.305,8.07,0.56,0.23,0.98,-0.12,-0.47,0.38,-2.45,0
"2020-11-30 07:18:00",83932,28.91,51.54,55.39,33.5,33.76,91.4,5.84,0.46,0.319,8.07,0.64,0.19,0.81,-0.24,-0.9,0.37,-2.48,0
"2020-11-30 07:24:00",83933,28.92,51.54,55.4,33.5,33.76,90.7,5.8,0.45,0.312,8.07,0.47,0.08,0.33,-0.37,-1.35,0.35,-2.53,0
"2020-11-30 07:30:00",83934,28.92,51.55,55.4,33.51,33.77,89.5,5.72,0.46,0.321,8.06,0.51,0.18,0.76,-0.26,-0.97,0.38,-2.45,0
"2020-11-30 07:36:00",83935,28.92,51.55,55.41,33.51,33.77,90.1,5.76,0.47,0.321,8.06,0.52,0.17,0.74,-0.4,-1.49,0.37,-2.46,0
"2020-11-30 07:42:00",83936,28.93,51.55,55.42,33.51,33.77,89.4,5.71,0.48,0.331,8.06,0.52,0.05,0.22,-0.28,-1.02,0.35,-2.52,0
"2020-11-30 07:48:00",83937,28.92,51.56,55.42,33.51,33.77,89.6,5.72,0.49,0.338,8.06,0.5,0.18,0.78,-0.13,-0.49,0.37,-2.46,0
"2020-11-30 07:54:00",83938,28.91,51.56,55.41,33.51,33.78,90.6,5.79,0.49,0.336,8.06,0.55,0.18,0.77,-0.21,-0.77,0.4,-2.38,0
"2020-11-30 08:00:00",83939,28.91,51.56,55.41,33.51,33.78,90.3,5.77,0.5,0.342,8.06,0.53,0.17,0.72,-0.13,-0.51,0.42,-2.31,0
"2020-11-30 08:06:00",83940,28.91,51.56,55.41,33.51,33.78,90.6,5.79,0.5,0.347,8.07,0.57,0.23,0.98,-0.15,-0.55,0.39,-2.42,0
"2020-11-30 08:12:00",83941,28.91,51.56,55.41,33.51,33.78,90.7,5.8,0.51,0.354,8.06,0.46,0.09,0.39,-0.33,-1.23,0.37,-2.48,0
"2020-11-30 08:18:00",83942,28.91,51.56,55.41,33.51,33.78,91,5.81,0.52,0.356,8.07,0.63,0.14,0.61,-0.26,-0.98,0.43,-2.3,0
"2020-11-30 08:24:00",83943,28.92,51.56,55.42,33.51,33.78,91,5.81,0.52,0.361,8.07,0.47,0.1,0.43,-0.32,-1.18,0.39,-2.41,0
"2020-11-30 08:30:00",83944,28.92,51.57,55.42,33.52,33.78,91.5,5.85,0.53,0.364,8.07,0.73,0.19,0.81,-0.25,-0.93,0.41,-2.34,0
"2020-11-30 08:36:00",83945,28.92,51.56,55.42,33.52,33.78,90.9,5.81,0.53,0.37,8.07,0.59,0.18,0.76,-0.28,-1.03,0.4,-2.38,0
"2020-11-30 08:42:00",83946,28.92,51.57,55.42,33.52,33.78,91.8,5.87,0.54,0.373,8.07,0.54,0.12,0.52,-0.26,-0.95,0.47,-2.19,0
"2020-11-30 08:48:00",83947,28.91,51.56,55.42,33.52,33.78,92,5.88,0.54,0.376,8.07,0.56,0.13,0.54,-0.28,-1.03,0.41,-2.36,0
"2020-11-30 08:54:00",83948,28.91,51.57,55.41,33.52,33.78,92.3,5.9,0.55,0.381,8.07,0.48,0.18,0.78,-0.21,-0.79,0.34,-2.57,0
"2020-11-30 09:00:00",83949,28.91,51.57,55.42,33.52,33.78,91.8,5.87,0.56,0.389,8.07,0.53,0.13,0.58,-0.3,-1.1,0.38,-2.45,0
"2020-11-30 09:06:00",83950,28.91,51.56,55.42,33.52,33.78,93,5.94,0.56,0.385,8.07,0.55,0.16,0.67,-0.24,-0.88,0.36,-2.51,0
"2020-11-30 09:12:00",83951,28.91,51.57,55.42,33.52,33.78,93.1,5.95,0.57,0.397,8.07,0.47,0.16,0.67,-0.21,-0.79,0.36,-2.5,0
"2020-11-30 09:18:00",83952,28.92,51.57,55.42,33.52,33.78,93.1,5.95,0.59,0.405,8.07,0.77,0.14,0.62,-0.21,-0.77,0.37,-2.46,0
"2020-11-30 09:24:00",83953,28.92,51.57,55.43,33.52,33.78,93.6,5.98,0.59,0.41,8.08,0.54,0.13,0.55,-0.2,-0.76,0.34,-2.56,0
"2020-11-30 09:30:00",83954,28.92,51.57,55.43,33.52,33.78,93.8,5.99,0.6,0.414,8.08,0.6,0.13,0.54,-0.25,-0.92,0.31,-2.64,0
"2020-11-30 09:36:00",83955,28.92,51.57,55.43,33.52,33.78,93.7,5.99,0.6,0.412,8.08,0.52,0.1,0.41,-0.3,-1.11,0.38,-2.44,0
"2020-11-30 09:42:00",83956,28.92,51.57,55.43,33.52,33.78,94,6.01,0.61,0.42,8.08,0.57,0.11,0.49,-0.16,-0.61,0.35,-2.53,0
"2020-11-30 09:48:00",83957,28.92,51.57,55.43,33.52,33.78,93.7,5.98,0.62,0.429,8.07,0.62,0.07,0.31,-0.31,-1.13,0.31,-2.64,0
"2020-11-30 09:54:00",83958,28.92,51.57,55.43,33.52,33.78,94,6.01,0.62,0.43,8.08,0.51,0.08,0.33,-0.35,-1.28,0.31,-2.65,0
"2020-11-30 10:00:00",83959,28.93,51.57,55.43,33.52,33.78,94.2,6.02,0.63,0.435,8.08,0.49,0.03,0.12,-0.28,-1.05,0.37,-2.46,0
"2020-11-30 10:06:00",83960,28.93,51.57,55.43,33.52,33.78,93.6,5.98,0.63,0.435,8.08,0.57,0.02,0.08,-0.46,-1.67,0.34,-2.57,0
"2020-11-30 10:12:00",83961,28.93,51.56,55.43,33.51,33.78,93.9,6,0.64,0.446,8.08,0.48,0.03,0.12,-0.47,-1.72,0.36,-2.5,0
"2020-11-30 10:18:00",83962,28.93,51.56,55.43,33.51,33.78,94.8,6.06,0.65,0.45,8.08,0.49,0.09,0.39,-0.29,-1.07,0.3,-2.68,0
"2020-11-30 10:24:00",83963,28.93,51.56,55.43,33.51,33.78,95,6.07,0.66,0.455,8.08,0.46,0.09,0.4,-0.33,-1.23,0.34,-2.55,0
"2020-11-30 10:30:00",83964,28.92,51.56,55.42,33.52,33.78,94.9,6.06,0.67,0.464,8.08,0.53,0.09,0.38,-0.41,-1.5,0.37,-2.48,0
"2020-11-30 10:36:00",83965,28.93,51.56,55.43,33.51,33.78,94.5,6.04,0.66,0.457,8.08,0.48,0.05,0.23,-0.43,-1.59,0.32,-2.62,0
"2020-11-30 10:42:00",83966,28.92,51.56,55.42,33.51,33.78,94.2,6.02,0.67,0.464,8.08,0.52,-0.02,-0.09,-0.5,-1.84,0.34,-2.57,0
"2020-11-30 10:48:00",83967,28.93,51.56,55.43,33.52,33.78,93.8,5.99,0.67,0.465,8.08,0.48,-0.02,-0.07,-0.52,-1.9,0.34,-2.57,0
"2020-11-30 10:54:00",83968,28.92,51.56,55.43,33.51,33.78,93.7,5.98,0.68,0.467,8.08,0.46,0.05,0.23,-0.4,-1.49,0.35,-2.54,0
"2020-11-30 11:00:00",83969,28.93,51.56,55.43,33.52,33.78,93.8,5.99,0.69,0.475,8.08,0.45,0.05,0.23,-0.38,-1.4,0.34,-2.56,0
"2020-11-30 11:06:00",83970,28.92,51.56,55.43,33.52,33.78,94.3,6.02,0.69,0.475,8.08,0.5,0.08,0.33,-0.44,-1.6,0.34,-2.57,0
"2020-11-30 11:12:00",83971,28.93,51.56,55.43,33.51,33.78,93.4,5.96,0.69,0.479,8.07,0.56,0.03,0.12,-0.49,-1.8,0.37,-2.48,0
"2020-11-30 11:18:00",83972,28.93,51.56,55.43,33.52,33.78,93.6,5.98,0.7,0.48,8.08,0.45,0.22,0.93,-0.33,-1.2,0.35,-2.52,0
"2020-11-30 11:24:00",83973,28.92,51.56,55.42,33.51,33.78,95.1,6.07,0.69,0.478,8.08,0.55,0.2,0.88,-0.2,-0.73,0.28,-2.74,0
"2020-11-30 11:30:00",83974,28.91,51.52,55.37,33.49,33.75,93.6,5.98,0.7,0.483,8.08,0.49,0.12,0.53,-0.27,-0.99,0.3,-2.68,0
"2020-11-30 11:36:00",83975,28.92,51.53,55.38,33.49,33.75,91.2,5.83,0.69,0.479,8.07,0.46,-0.01,-0.02,-0.52,-1.91,0.36,-2.5,0
"2020-11-30 11:42:00",83976,28.92,51.55,55.41,33.5,33.77,90.1,5.76,0.7,0.484,8.07,0.53,0.03,0.13,-0.43,-1.57,0.33,-2.59,0
"2020-11-30 11:48:00",83977,28.93,51.56,55.42,33.51,33.77,90.8,5.8,0.7,0.484,8.07,0.45,0.01,0.06,-0.41,-1.51,0.36,-2.51,0
"2020-11-30 11:54:00",83978,28.92,51.54,55.4,33.5,33.76,90.7,5.79,0.7,0.486,8.07,0.47,0.08,0.36,-0.29,-1.09,0.41,-2.36,0
"2020-11-30 12:00:00",83979,28.92,51.54,55.4,33.5,33.76,91.7,5.86,0.71,0.489,8.07,0.51,0.09,0.41,-0.31,-1.16,0.37,-2.47,0
"2020-11-30 12:06:00",83980,28.93,51.54,55.41,33.5,33.76,90.9,5.81,0.69,0.48,8.07,0.45,0.07,0.32,-0.24,-0.9,0.33,-2.59,0
"2020-11-30 12:12:00",83981,28.92,51.54,55.4,33.5,33.76,90.9,5.81,0.7,0.485,8.07,0.47,0.16,0.67,-0.2,-0.75,0.35,-2.52,0
"2020-11-30 12:18:00",83982,28.93,51.55,55.41,33.51,33.77,91,5.82,0.7,0.487,8.07,0.58,0.07,0.32,-0.38,-1.39,0.36,-2.5,0
"2020-11-30 12:24:00",83983,28.93,51.55,55.42,33.51,33.77,90.8,5.8,0.7,0.487,8.06,0.48,0.21,0.91,-0.12,-0.44,0.32,-2.61,0
"2020-11-30 12:30:00",83984,28.93,51.55,55.42,33.51,33.77,90.9,5.81,0.7,0.485,8.07,0.52,0.25,1.05,-0.1,-0.4,0.32,-2.62,0
"2020-11-30 12:36:00",83985,28.93,51.56,55.43,33.51,33.78,90.3,5.77,0.7,0.481,8.06,0.47,0.35,1.51,-0.09,-0.34,0.31,-2.64,0
"2020-11-30 12:42:00",83986,28.93,51.56,55.43,33.51,33.77,90,5.75,0.7,0.481,8.06,0.52,0.1,0.41,-0.24,-0.9,0.28,-2.75,0
"2020-11-30 12:48:00",83987,28.94,51.56,55.43,33.51,33.77,89.5,5.72,0.69,0.48,8.06,0.56,0.08,0.32,-0.27,-1.01,0.36,-2.5,0
"2020-11-30 12:54:00",83988,28.94,51.56,55.44,33.51,33.77,88.5,5.65,0.69,0.479,8.06,0.45,0.11,0.49,-0.33,-1.22,0.38,-2.45,0
"2020-11-30 13:00:00",83989,28.94,51.56,55.44,33.51,33.78,88.2,5.64,0.69,0.478,8.06,0.46,0.1,0.44,-0.37,-1.37,0.3,-2.69,0
"2020-11-30 13:06:00",83990,28.95,51.56,55.45,33.51,33.78,87.6,5.6,0.69,0.478,8.06,0.55,0.04,0.18,-0.39,-1.42,0.35,-2.54,0
"2020-11-30 13:12:00",83991,28.95,51.56,55.45,33.52,33.78,86.7,5.54,0.68,0.472,8.05,0.49,0.02,0.09,-0.41,-1.51,0.41,-2.35,0
"2020-11-30 13:18:00",83992,28.95,51.56,55.45,33.51,33.78,86.7,5.54,0.68,0.472,8.05,0.49,0.01,0.05,-0.5,-1.84,0.44,-2.26,0
"2020-11-30 13:24:00",83993,28.95,51.56,55.45,33.52,33.78,86.1,5.5,0.68,0.468,8.05,0.46,0.12,0.52,-0.39,-1.44,0.43,-2.3,0
"2020-11-30 13:30:00",83994,28.95,51.56,55.45,33.52,33.78,85.4,5.45,0.68,0.469,8.05,0.55,0.07,0.31,-0.32,-1.19,0.42,-2.32,0
"2020-11-30 13:36:00",83995,28.95,51.56,55.45,33.52,33.78,86,5.49,0.66,0.455,8.05,0.53,0.09,0.38,-0.32,-1.17,0.42,-2.33,0
"2020-11-30 13:42:00",83996,28.95,51.57,55.46,33.52,33.78,85.7,5.47,0.65,0.452,8.05,0.44,0.18,0.76,-0.16,-0.6,0.37,-2.48,0
"2020-11-30 13:48:00",83997,28.96,51.57,55.47,33.52,33.78,84.6,5.4,0.66,0.454,8.05,0.48,0.1,0.42,-0.3,-1.1,0.36,-2.5,0
"2020-11-30 13:54:00",83998,28.96,51.57,55.47,33.52,33.78,84.4,5.39,0.65,0.452,8.04,0.62,-0.04,-0.16,-0.49,-1.78,0.4,-2.39,0
"2020-11-30 14:00:00",83999,28.96,51.56,55.46,33.51,33.78,85.3,5.45,0.65,0.451,8.05,0.43,0.24,1.03,-0.07,-0.27,0.4,-2.38,0
"2020-11-30 14:06:00",84000,28.91,51.46,55.3,33.45,33.7,87.6,5.6,0.65,0.449,8.06,0.49,0.39,1.67,0.09,0.31,0.43,-2.28,0
"2020-11-30 14:12:00",84001,28.9,51.45,55.28,33.44,33.7,89.7,5.74,0.66,0.459,8.06,0.53,0.32,1.35,0.06,0.2,0.33,-2.58,0
"2020-11-30 14:18:00",84002,28.9,51.46,55.29,33.45,33.7,88.9,5.69,0.66,0.456,8.06,0.44,0.07,0.3,-0.3,-1.11,0.38,-2.44,0
"2020-11-30 14:24:00",84003,28.91,51.49,55.33,33.47,33.72,88.2,5.64,0.66,0.459,8.06,0.55,0.27,1.16,0.03,0.07,0.44,-2.26,0
"2020-11-30 14:30:00",84004,28.9,51.49,55.32,33.47,33.72,90.9,5.81,0.66,0.454,8.07,0.67,0.29,1.22,0.19,0.66,0.39,-2.43,0
"2020-11-30 14:36:00",84005,28.91,51.49,55.34,33.47,33.73,91.9,5.87,0.66,0.456,8.07,0.54,0.12,0.5,0.04,0.13,0.35,-2.54,0
"2020-11-30 14:42:00",84006,28.92,51.5,55.36,33.48,33.73,91.2,5.83,0.66,0.457,8.07,0.5,0.12,0.51,-0.18,-0.66,0.42,-2.31,0
