"TOA5","MGEO_SMS","CR1000X","11822","CR1000X.Std.03.02","CPU:M_GEOSMSv2.CR1X","64169","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2020-12-31 23:54:00",9982,"NAN","NAN","NAN","NAN"
"2021-01-01 00:00:00",9983,"NAN","NAN","NAN","NAN"
"2021-01-01 00:06:00",9984,"NAN","NAN","NAN","NAN"
"2021-01-01 00:12:00",9985,"NAN","NAN","NAN","NAN"
"2021-01-01 00:18:00",9986,"NAN","NAN","NAN","NAN"
"2021-01-01 00:24:00",9987,"NAN","NAN","NAN","NAN"
"2021-01-01 00:30:00",9988,"NAN","NAN","NAN","NAN"
"2021-01-01 00:36:00",9989,"NAN","NAN","NAN","NAN"
"2021-01-01 00:42:00",9990,"NAN","NAN","NAN","NAN"
"2021-01-01 00:48:00",9991,"NAN","NAN","NAN","NAN"
"2021-01-01 00:54:00",9992,"NAN","NAN","NAN","NAN"
"2021-01-01 01:00:00",9993,"NAN","NAN","NAN","NAN"
"2021-01-01 01:06:00",9994,"NAN","NAN","NAN","NAN"
"2021-01-01 01:12:00",9995,"NAN","NAN","NAN","NAN"
"2021-01-01 01:18:00",9996,"NAN","NAN","NAN","NAN"
"2021-01-01 01:24:00",9997,"NAN","NAN","NAN","NAN"
"2021-01-01 01:30:00",9998,"NAN","NAN","NAN","NAN"
"2021-01-01 01:36:00",9999,"NAN","NAN","NAN","NAN"
"2021-01-01 01:42:00",10000,"NAN","NAN","NAN","NAN"
"2021-01-01 01:48:00",10001,"NAN","NAN","NAN","NAN"
"2021-01-01 01:54:00",10002,"NAN","NAN","NAN","NAN"
"2021-01-01 02:00:00",10003,"NAN","NAN","NAN","NAN"
"2021-01-01 02:06:00",10004,"NAN","NAN","NAN","NAN"
"2021-01-01 02:12:00",10005,"NAN","NAN","NAN","NAN"
"2021-01-01 02:18:00",10006,"NAN","NAN","NAN","NAN"
"2021-01-01 02:24:00",10007,"NAN","NAN","NAN","NAN"
"2021-01-01 02:30:00",10008,"NAN","NAN","NAN","NAN"
"2021-01-01 02:36:00",10009,"NAN","NAN","NAN","NAN"
"2021-01-01 02:42:00",10010,"NAN","NAN","NAN","NAN"
"2021-01-01 02:48:00",10011,"NAN","NAN","NAN","NAN"
"2021-01-01 02:54:00",10012,"NAN","NAN","NAN","NAN"
"2021-01-01 03:00:00",10013,"NAN","NAN","NAN","NAN"
"2021-01-01 03:06:00",10014,"NAN","NAN","NAN","NAN"
"2021-01-01 03:12:00",10015,"NAN","NAN","NAN","NAN"
"2021-01-01 03:18:00",10016,"NAN","NAN","NAN","NAN"
"2021-01-01 03:24:00",10017,"NAN","NAN","NAN","NAN"
"2021-01-01 03:30:00",10018,"NAN","NAN","NAN","NAN"
"2021-01-01 03:36:00",10019,"NAN","NAN","NAN","NAN"
"2021-01-01 03:42:00",10020,"NAN","NAN","NAN","NAN"
"2021-01-01 03:48:00",10021,"NAN","NAN","NAN","NAN"
"2021-01-01 03:54:00",10022,"NAN","NAN","NAN","NAN"
"2021-01-01 04:00:00",10023,"NAN","NAN","NAN","NAN"
"2021-01-01 04:06:00",10024,"NAN","NAN","NAN","NAN"
"2021-01-01 04:12:00",10025,"NAN","NAN","NAN","NAN"
"2021-01-01 04:18:00",10026,"NAN","NAN","NAN","NAN"
"2021-01-01 04:24:00",10027,"NAN","NAN","NAN","NAN"
"2021-01-01 04:30:00",10028,"NAN","NAN","NAN","NAN"
"2021-01-01 04:36:00",10029,"NAN","NAN","NAN","NAN"
"2021-01-01 04:42:00",10030,"NAN","NAN","NAN","NAN"
"2021-01-01 04:48:00",10031,"NAN","NAN","NAN","NAN"
"2021-01-01 04:54:00",10032,"NAN","NAN","NAN","NAN"
"2021-01-01 05:00:00",10033,"NAN","NAN","NAN","NAN"
"2021-01-01 05:06:00",10034,"NAN","NAN","NAN","NAN"
"2021-01-01 05:12:00",10035,"NAN","NAN","NAN","NAN"
"2021-01-01 05:18:00",10036,"NAN","NAN","NAN","NAN"
"2021-01-01 05:24:00",10037,"NAN","NAN","NAN","NAN"
"2021-01-01 05:30:00",10038,"NAN","NAN","NAN","NAN"
"2021-01-01 05:36:00",10039,"NAN","NAN","NAN","NAN"
"2021-01-01 05:42:00",10040,"NAN","NAN","NAN","NAN"
