"TOA5","Bocas_MGeo","CR1000X","2444","CR1000X.Std.01.02","CPU:bocaslvl_20191212.CR1X","13142","EXODiag"
"TIMESTAMP","RECORD","EXOBattV","CablePwr","WiperPos","WiperPCurr"
"TS","RN","volts","volts","volts","mA"
"","","Smp","Smp","Smp","Smp"
"2020-12-30 23:48:00",91297,5.81,0,0,0
"2020-12-30 23:54:00",91298,5.81,0,0,0
"2020-12-31 00:00:00",91299,5.81,0,0,0
"2020-12-31 00:06:00",91300,5.81,0,0,0
"2020-12-31 00:12:00",91301,5.81,0,0,0
"2020-12-31 00:18:00",91302,5.82,0,0,0
"2020-12-31 00:24:00",91303,5.81,0,0,0
"2020-12-31 00:30:00",91304,5.81,0,0,0
"2020-12-31 00:36:00",91305,5.81,0,0,0
"2020-12-31 00:42:00",91306,5.81,0,0,0
"2020-12-31 00:48:00",91307,5.81,0,0,0
"2020-12-31 00:54:00",91308,5.81,0,0,0
"2020-12-31 01:00:00",91309,5.81,0,0,0
"2020-12-31 01:06:00",91310,5.81,0,0,0
"2020-12-31 01:12:00",91311,5.81,0,0,0
"2020-12-31 01:18:00",91312,5.81,0,0,0
"2020-12-31 01:24:00",91313,5.81,0,0,0
"2020-12-31 01:30:00",91314,5.82,0,0,0
"2020-12-31 01:36:00",91315,5.81,0,0,0
"2020-12-31 01:42:00",91316,5.81,0,0,0
"2020-12-31 01:48:00",91317,5.81,0,0,0
"2020-12-31 01:54:00",91318,5.81,0,0,0
"2020-12-31 02:00:00",91319,5.81,0,0,0
"2020-12-31 02:06:00",91320,5.81,0,0,0
"2020-12-31 02:12:00",91321,5.82,0,0,0
"2020-12-31 02:18:00",91322,5.81,0,0,0
"2020-12-31 02:24:00",91323,5.81,0,0,0
"2020-12-31 02:30:00",91324,5.81,0,0,0
"2020-12-31 02:36:00",91325,5.81,0,0,0
"2020-12-31 02:42:00",91326,5.81,0,0,0
"2020-12-31 02:48:00",91327,5.81,0,0,0
"2020-12-31 02:54:00",91328,5.81,0,0,0
"2020-12-31 03:00:00",91329,5.81,0,0,0
"2020-12-31 03:06:00",91330,5.81,0,0,0
"2020-12-31 03:12:00",91331,5.81,0,0,0
"2020-12-31 03:18:00",91332,5.82,0,0,0
"2020-12-31 03:24:00",91333,5.81,0,0,0
"2020-12-31 03:30:00",91334,5.81,0,0,0
"2020-12-31 03:36:00",91335,5.82,0,0,0
"2020-12-31 03:42:00",91336,5.81,0,0,0
"2020-12-31 03:48:00",91337,5.81,0,0,0
"2020-12-31 03:54:00",91338,5.81,0,0,0
"2020-12-31 04:00:00",91339,5.81,0,0,0
"2020-12-31 04:06:00",91340,5.81,0,0,0
"2020-12-31 04:12:00",91341,5.81,0,0,0
"2020-12-31 04:18:00",91342,5.81,0,0,0
"2020-12-31 04:24:00",91343,5.81,0,0,0
"2020-12-31 04:30:00",91344,5.81,0,0,0
"2020-12-31 04:36:00",91345,5.81,0,0,0
"2020-12-31 04:42:00",91346,5.81,0,0,0
"2020-12-31 04:48:00",91347,5.81,0,0,0
"2020-12-31 04:54:00",91348,5.81,0,0,0
"2020-12-31 05:00:00",91349,5.81,0,0,0
"2020-12-31 05:06:00",91350,5.82,0,0,0
"2020-12-31 05:12:00",91351,5.81,0,0,0
"2020-12-31 05:18:00",91352,5.81,0,0,0
"2020-12-31 05:24:00",91353,5.81,0,0,0
"2020-12-31 05:30:00",91354,5.81,0,0,0
"2020-12-31 05:36:00",91355,5.81,0,0,0
"2020-12-31 05:42:00",91356,5.81,0,0,0
"2020-12-31 05:48:00",91357,5.81,0,0,0
"2020-12-31 05:54:00",91358,5.81,0,0,0
"2020-12-31 06:00:00",91359,5.81,0,0,0
