"TOA5","MGEO_SERC","CR1000X","2443","CR1000X.Std.04.02","CPU:M_GEOSERCv21.CR1X","39106","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"2020-12-31 06:42:00",14817,1.654,162.25,16.9,0
"2020-12-31 06:48:00",14818,1.652,161.99,16.9,0
"2020-12-31 06:54:00",14819,1.647,161.56,16.9,0
"2020-12-31 07:00:00",14820,1.643,161.14,16.9,0
"2020-12-31 07:06:00",14821,1.638,160.62,16.9,0
"2020-12-31 07:12:00",14822,1.632,160.04,16.9,0
"2020-12-31 07:18:00",14823,1.62,158.89,16.9,0
"2020-12-31 07:24:00",14824,1.614,158.29,16.9,0
"2020-12-31 07:30:00",14825,1.608,157.7,16.9,0
"2020-12-31 07:36:00",14826,1.596,156.52,16.9,0
"2020-12-31 07:42:00",14827,1.584,155.38,16.9,0
"2020-12-31 07:48:00",14828,1.58,154.91,16.9,0
"2020-12-31 07:54:00",14829,1.568,153.76,17,0
"2020-12-31 08:00:00",14830,1.563,153.27,17,0
"2020-12-31 08:06:00",14831,1.559,152.91,17,0
"2020-12-31 08:12:00",14832,1.556,152.56,17,0
"2020-12-31 08:18:00",14833,1.551,152.09,17,0
"2020-12-31 08:24:00",14834,1.545,151.53,17,0
"2020-12-31 08:30:00",14835,1.539,150.92,17,0
"2020-12-31 08:36:00",14836,1.534,150.41,17,0
"2020-12-31 08:42:00",14837,1.528,149.81,17,0
"2020-12-31 08:48:00",14838,1.522,149.28,17,0
"2020-12-31 08:54:00",14839,1.517,148.73,17,0
"2020-12-31 09:00:00",14840,1.511,148.17,17.1,0
"2020-12-31 09:06:00",14841,1.506,147.65,17.1,0
"2020-12-31 09:12:00",14842,1.5,147.13,17.1,0
"2020-12-31 09:18:00",14843,1.494,146.55,17.1,0
"2020-12-31 09:24:00",14844,1.489,146,17.1,0
"2020-12-31 09:30:00",14845,1.483,145.48,17.2,0
"2020-12-31 09:36:00",14846,1.478,144.93,17.2,0
"2020-12-31 09:42:00",14847,1.473,144.42,17.2,0
"2020-12-31 09:48:00",14848,1.468,144,17.3,0
"2020-12-31 09:54:00",14849,1.464,143.58,17.3,0
"2020-12-31 10:00:00",14850,1.459,143.12,17.3,0
"2020-12-31 10:06:00",14851,1.455,142.7,17.4,0
"2020-12-31 10:12:00",14852,1.45,142.19,17.4,0
"2020-12-31 10:18:00",14853,1.439,141.13,17.4,0
"2020-12-31 10:24:00",14854,1.434,140.65,17.5,0
"2020-12-31 10:30:00",14855,1.428,140.08,17.5,0
"2020-12-31 10:36:00",14856,1.424,139.62,17.5,0
"2020-12-31 10:42:00",14857,1.418,139.05,17.6,0
"2020-12-31 10:48:00",14858,1.412,138.47,17.6,0
"2020-12-31 10:54:00",14859,1.408,138.09,17.7,0
"2020-12-31 11:00:00",14860,1.405,137.79,17.7,0
"2020-12-31 11:06:00",14861,1.402,137.53,17.7,0
"2020-12-31 11:12:00",14862,1.401,137.44,17.8,0
"2020-12-31 11:18:00",14863,1.401,137.42,17.8,0
"2020-12-31 11:24:00",14864,1.402,137.51,17.9,0
"2020-12-31 11:30:00",14865,1.405,137.81,17.9,0
"2020-12-31 11:36:00",14866,1.409,138.17,17.9,0
"2020-12-31 11:42:00",14867,1.414,138.65,18,0
"2020-12-31 11:48:00",14868,1.418,139.1,18,0
"2020-12-31 11:54:00",14869,1.422,139.45,18.1,0
"2020-12-31 12:00:00",14870,1.425,139.79,18.1,0
"2020-12-31 12:06:00",14871,1.428,140,18.1,0
"2020-12-31 12:12:00",14872,1.431,140.31,18.2,0
"2020-12-31 12:18:00",14873,1.434,140.63,18.2,0
"2020-12-31 12:24:00",14874,1.438,141.01,18.3,0
"2020-12-31 12:30:00",14875,1.443,141.5,18.3,0
"2020-12-31 12:36:00",14876,1.448,141.96,18.3,0
"2020-12-31 12:42:00",14877,1.453,142.54,18.4,0
"2020-12-31 12:48:00",14878,1.466,143.72,18.4,0
"2020-12-31 12:54:00",14879,1.471,144.25,18.4,0
"2020-12-31 13:00:00",14880,1.476,144.77,18.5,0
"2020-12-31 13:06:00",14881,1.487,145.83,18.5,0
"2020-12-31 13:12:00",14882,1.492,146.35,18.5,0
"2020-12-31 13:18:00",14883,1.498,146.91,18.5,0
"2020-12-31 13:24:00",14884,1.502,147.3,18.5,0
"2020-12-31 13:30:00",14885,1.508,147.88,18.5,0
"2020-12-31 13:36:00",14886,1.514,148.46,18.5,0
"2020-12-31 13:42:00",14887,1.519,149,18.6,0
"2020-12-31 13:48:00",14888,1.525,149.57,18.6,0
"2020-12-31 13:54:00",14889,1.537,150.72,18.6,0
"2020-12-31 14:00:00",14890,1.542,151.25,18.6,0
"2020-12-31 14:06:00",14891,1.549,151.89,18.6,0
"2020-12-31 14:12:00",14892,1.554,152.39,18.6,0
"2020-12-31 14:18:00",14893,1.567,153.7,18.6,0
"2020-12-31 14:24:00",14894,1.572,154.21,18.6,0
"2020-12-31 14:30:00",14895,1.583,155.24,18.6,0
"2020-12-31 14:36:00",14896,1.589,155.82,18.6,0
"2020-12-31 14:42:00",14897,1.601,156.96,18.6,0
"2020-12-31 14:48:00",14898,1.607,157.57,18.6,0
"2020-12-31 14:54:00",14899,1.613,158.19,18.6,0
"2020-12-31 15:00:00",14900,1.624,159.27,18.6,0
"2020-12-31 15:06:00",14901,1.63,159.83,18.6,0
"2020-12-31 15:12:00",14902,1.634,160.23,18.5,0
"2020-12-31 15:18:00",14903,1.636,160.46,18.5,0
"2020-12-31 15:24:00",14904,1.64,160.82,18.5,0
"2020-12-31 15:30:00",14905,1.642,161.04,18.5,0
"2020-12-31 15:36:00",14906,1.644,161.24,18.5,0
"2020-12-31 15:42:00",14907,1.648,161.59,18.5,0
"2020-12-31 15:48:00",14908,1.657,162.46,18.5,0
"2020-12-31 15:54:00",14909,1.67,163.75,18.4,0
"2020-12-31 16:00:00",14910,1.684,165.18,18.4,0
"2020-12-31 16:06:00",14911,1.69,165.78,18.4,0
"2020-12-31 16:12:00",14912,1.698,166.55,18.4,0
"2020-12-31 16:18:00",14913,1.71,167.7,18.3,0
"2020-12-31 16:24:00",14914,1.715,168.21,18.3,0
"2020-12-31 16:30:00",14915,1.719,168.58,18.3,0
"2020-12-31 16:36:00",14916,1.719,168.56,18.2,0
"2020-12-31 16:42:00",14917,1.718,168.45,18.2,0
"2020-12-31 16:48:00",14918,1.715,168.23,18.1,0
"2020-12-31 16:54:00",14919,1.712,167.86,18.1,0
"2020-12-31 17:00:00",14920,1.709,167.63,18,0
"2020-12-31 17:06:00",14921,1.707,167.39,17.9,0
"2020-12-31 17:12:00",14922,1.704,167.13,17.9,0
"2020-12-31 17:18:00",14923,1.702,166.95,17.8,0
"2020-12-31 17:24:00",14924,1.701,166.85,17.7,0
"2020-12-31 17:30:00",14925,1.701,166.82,17.6,0
"2020-12-31 17:36:00",14926,1.7,166.73,17.5,0
"2020-12-31 17:42:00",14927,1.699,166.65,17.4,0
"2020-12-31 17:48:00",14928,1.696,166.32,17.4,0
"2020-12-31 17:54:00",14929,1.692,165.92,17.3,0
"2020-12-31 18:00:00",14930,1.687,165.46,17.2,0
"2020-12-31 18:06:00",14931,1.683,165.08,17.1,0
"2020-12-31 18:12:00",14932,1.68,164.79,17.1,0
"2020-12-31 18:18:00",14933,1.677,164.43,17,0
"2020-12-31 18:24:00",14934,1.674,164.18,16.9,0
"2020-12-31 18:30:00",14935,1.67,163.81,16.8,0
"2020-12-31 18:36:00",14936,1.666,163.42,16.8,0
"2020-12-31 18:42:00",14937,1.662,163.01,16.7,0
"2020-12-31 18:48:00",14938,1.658,162.58,16.6,0
"2020-12-31 18:54:00",14939,1.652,161.97,16.6,0
"2020-12-31 19:00:00",14940,1.646,161.43,16.5,0
"2020-12-31 19:06:00",14941,1.635,160.37,16.5,0
"2020-12-31 19:12:00",14942,1.631,159.92,16.4,0
"2020-12-31 19:18:00",14943,1.62,158.89,16.3,0
"2020-12-31 19:24:00",14944,1.614,158.27,16.3,0
"2020-12-31 19:30:00",14945,1.603,157.18,16.2,0
"2020-12-31 19:36:00",14946,1.596,156.56,16.2,0
"2020-12-31 19:42:00",14947,1.591,156.02,16.1,0
"2020-12-31 19:48:00",14948,1.577,154.65,16.1,0
"2020-12-31 19:54:00",14949,1.571,154.1,16.1,0
"2020-12-31 20:00:00",14950,1.565,153.45,16,0
"2020-12-31 20:06:00",14951,1.555,152.49,16,0
"2020-12-31 20:12:00",14952,1.549,151.87,15.9,0
"2020-12-31 20:18:00",14953,1.538,150.83,15.9,0
"2020-12-31 20:24:00",14954,1.532,150.22,15.8,0
"2020-12-31 20:30:00",14955,1.527,149.77,15.8,0
"2020-12-31 20:36:00",14956,1.523,149.33,15.7,0
"2020-12-31 20:42:00",14957,1.512,148.29,15.7,0
"2020-12-31 20:48:00",14958,1.506,147.66,15.6,0
"2020-12-31 20:54:00",14959,1.494,146.54,15.6,0
"2020-12-31 21:00:00",14960,1.482,145.29,15.6,0
"2020-12-31 21:06:00",14961,1.476,144.77,15.5,0
"2020-12-31 21:12:00",14962,1.465,143.65,15.5,0
"2020-12-31 21:18:00",14963,1.458,142.99,15.5,0
"2020-12-31 21:24:00",14964,1.453,142.45,15.4,0
"2020-12-31 21:30:00",14965,1.447,141.92,15.4,0
"2020-12-31 21:36:00",14966,1.435,140.68,15.4,0
"2020-12-31 21:42:00",14967,1.43,140.23,15.4,0
"2020-12-31 21:48:00",14968,1.425,139.73,15.3,0
"2020-12-31 21:54:00",14969,1.414,138.71,15.3,0
"2020-12-31 22:00:00",14970,1.408,138.06,15.3,0
"2020-12-31 22:06:00",14971,1.397,137,15.2,0
"2020-12-31 22:12:00",14972,1.383,135.61,15.2,0
"2020-12-31 22:18:00",14973,1.377,135.04,15.2,0
"2020-12-31 22:24:00",14974,1.362,133.61,15.1,0
"2020-12-31 22:30:00",14975,1.355,132.92,15.1,0
"2020-12-31 22:36:00",14976,1.349,132.3,15.1,0
"2020-12-31 22:42:00",14977,1.345,131.86,15.1,0
"2020-12-31 22:48:00",14978,1.339,131.29,15,0
"2020-12-31 22:54:00",14979,1.334,130.84,15,0
"2020-12-31 23:00:00",14980,1.33,130.46,15,0
"2020-12-31 23:06:00",14981,1.327,130.11,14.9,0
"2020-12-31 23:12:00",14982,1.323,129.74,14.9,0
"2020-12-31 23:18:00",14983,1.319,129.31,14.9,0
"2020-12-31 23:24:00",14984,1.313,128.78,14.8,0
"2020-12-31 23:30:00",14985,1.302,127.66,14.8,0
"2020-12-31 23:36:00",14986,1.296,127.12,14.8,0
"2020-12-31 23:42:00",14987,1.291,126.61,14.7,0
"2020-12-31 23:48:00",14988,1.286,126.14,14.7,0
"2020-12-31 23:54:00",14989,1.28,125.52,14.7,0
"2021-01-01 00:00:00",14990,1.268,124.36,14.7,0
"2021-01-01 00:06:00",14991,1.263,123.89,14.6,0
"2021-01-01 00:12:00",14992,1.258,123.4,14.6,0
"2021-01-01 00:18:00",14993,1.254,123,14.6,0
"2021-01-01 00:24:00",14994,1.249,122.5,14.5,0
"2021-01-01 00:30:00",14995,1.246,122.17,14.5,0
"2021-01-01 00:36:00",14996,1.244,122,14.5,0
"2021-01-01 00:42:00",14997,1.243,121.88,14.4,0
"2021-01-01 00:48:00",14998,1.244,121.97,14.4,0
"2021-01-01 00:54:00",14999,1.245,122.08,14.4,0
"2021-01-01 01:00:00",15000,1.246,122.24,14.4,0
"2021-01-01 01:06:00",15001,1.249,122.45,14.3,0
"2021-01-01 01:12:00",15002,1.25,122.61,14.3,0
"2021-01-01 01:18:00",15003,1.252,122.81,14.3,0
"2021-01-01 01:24:00",15004,1.254,123.02,14.3,0
"2021-01-01 01:30:00",15005,1.256,123.17,14.2,0
"2021-01-01 01:36:00",15006,1.256,123.22,14.2,0
"2021-01-01 01:42:00",15007,1.255,123.09,14.2,0
"2021-01-01 01:48:00",15008,1.253,122.88,14.2,0
"2021-01-01 01:54:00",15009,1.251,122.73,14.1,0
"2021-01-01 02:00:00",15010,1.251,122.65,14.1,0
"2021-01-01 02:06:00",15011,1.251,122.73,14.1,0
"2021-01-01 02:12:00",15012,1.252,122.83,14.1,0
"2021-01-01 02:18:00",15013,1.254,122.98,14,0
"2021-01-01 02:24:00",15014,1.256,123.21,14,0
"2021-01-01 02:30:00",15015,1.259,123.5,14,0
"2021-01-01 02:36:00",15016,1.262,123.79,13.9,0
"2021-01-01 02:42:00",15017,1.266,124.15,13.9,0
"2021-01-01 02:48:00",15018,1.271,124.63,13.9,0
"2021-01-01 02:54:00",15019,1.282,125.73,13.8,0
"2021-01-01 03:00:00",15020,1.288,126.36,13.8,0
"2021-01-01 03:06:00",15021,1.294,126.93,13.8,0
"2021-01-01 03:12:00",15022,1.3,127.46,13.7,0
"2021-01-01 03:18:00",15023,1.306,128.09,13.7,0
"2021-01-01 03:24:00",15024,1.312,128.63,13.7,0
"2021-01-01 03:30:00",15025,1.317,129.12,13.7,0
"2021-01-01 03:36:00",15026,1.32,129.49,13.6,0
"2021-01-01 03:42:00",15027,1.325,129.9,13.6,0
"2021-01-01 03:48:00",15028,1.328,130.24,13.6,0
"2021-01-01 03:54:00",15029,1.332,130.58,13.5,0
"2021-01-01 04:00:00",15030,1.334,130.86,13.5,0
"2021-01-01 04:06:00",15031,1.335,130.97,13.5,0
"2021-01-01 04:12:00",15032,1.336,131.04,13.4,0
"2021-01-01 04:18:00",15033,1.337,131.08,13.4,0
"2021-01-01 04:24:00",15034,1.338,131.17,13.4,0
"2021-01-01 04:30:00",15035,1.339,131.28,13.3,0
"2021-01-01 04:36:00",15036,1.339,131.32,13.3,0
"2021-01-01 04:42:00",15037,1.339,131.32,13.3,0
"2021-01-01 04:48:00",15038,1.339,131.35,13.2,0
"2021-01-01 04:54:00",15039,1.341,131.48,13.2,0
"2021-01-01 05:00:00",15040,1.343,131.67,13.2,0
"2021-01-01 05:06:00",15041,1.345,131.91,13.2,0
"2021-01-01 05:12:00",15042,1.348,132.22,13.2,0
"2021-01-01 05:18:00",15043,1.352,132.56,13.1,0
"2021-01-01 05:24:00",15044,1.355,132.86,13.1,0
"2021-01-01 05:30:00",15045,1.357,133.11,13.1,0
"2021-01-01 05:36:00",15046,1.359,133.26,13.1,0
"2021-01-01 05:42:00",15047,1.359,133.26,13.1,0
"2021-01-01 05:48:00",15048,1.358,133.21,13.1,0
"2021-01-01 05:54:00",15049,1.358,133.14,13.1,0
"2021-01-01 06:00:00",15050,1.356,133.02,13.1,0
"2021-01-01 06:06:00",15051,1.355,132.87,13.1,0
"2021-01-01 06:12:00",15052,1.353,132.72,13.1,0
"2021-01-01 06:18:00",15053,1.35,132.44,13.1,0
"2021-01-01 06:24:00",15054,1.347,132.13,13.1,0
"2021-01-01 06:30:00",15055,1.344,131.77,13.1,0
"2021-01-01 06:36:00",15056,1.339,131.31,13.1,0
"2021-01-01 06:42:00",15057,1.335,130.88,13.1,0
"2021-01-01 06:48:00",15058,1.33,130.45,13.1,0
"2021-01-01 06:54:00",15059,1.326,130,13.1,0
"2021-01-01 07:00:00",15060,1.322,129.68,13.1,0
"2021-01-01 07:06:00",15061,1.32,129.44,13.1,0
"2021-01-01 07:12:00",15062,1.318,129.22,13.1,0
"2021-01-01 07:18:00",15063,1.316,129.09,13.1,0
"2021-01-01 07:24:00",15064,1.315,128.98,13.1,0
"2021-01-01 07:30:00",15065,1.314,128.89,13.1,0
"2021-01-01 07:36:00",15066,1.314,128.84,13.1,0
"2021-01-01 07:42:00",15067,1.313,128.8,13.1,0
"2021-01-01 07:48:00",15068,1.313,128.78,13.1,0
"2021-01-01 07:54:00",15069,1.312,128.67,13.1,0
"2021-01-01 08:00:00",15070,1.31,128.5,13.1,0
"2021-01-01 08:06:00",15071,1.307,128.17,13.1,0
"2021-01-01 08:12:00",15072,1.302,127.66,13.1,0
"2021-01-01 08:18:00",15073,1.296,127.08,13.1,0
"2021-01-01 08:24:00",15074,1.289,126.45,13.1,0
"2021-01-01 08:30:00",15075,1.278,125.34,13.1,0
"2021-01-01 08:36:00",15076,1.273,124.85,13.1,0
"2021-01-01 08:42:00",15077,1.268,124.31,13.1,0
"2021-01-01 08:48:00",15078,1.264,123.93,13.1,0
"2021-01-01 08:54:00",15079,1.259,123.43,13.1,0
"2021-01-01 09:00:00",15080,1.254,122.97,13.1,0
"2021-01-01 09:06:00",15081,1.25,122.57,13.1,0
"2021-01-01 09:12:00",15082,1.246,122.17,13.1,0
"2021-01-01 09:18:00",15083,1.242,121.83,13.1,0
"2021-01-01 09:24:00",15084,1.24,121.58,13.1,0
"2021-01-01 09:30:00",15085,1.238,121.39,13.1,0
"2021-01-01 09:36:00",15086,1.236,121.19,13.1,0
"2021-01-01 09:42:00",15087,1.234,121.05,13.1,0
"2021-01-01 09:48:00",15088,1.234,120.97,13.1,0
"2021-01-01 09:54:00",15089,1.233,120.94,13.1,0
"2021-01-01 10:00:00",15090,1.231,120.76,13.1,0
"2021-01-01 10:06:00",15091,1.229,120.49,13.1,0
"2021-01-01 10:12:00",15092,1.225,120.09,13.1,0
"2021-01-01 10:18:00",15093,1.221,119.7,13,0
"2021-01-01 10:24:00",15094,1.217,119.38,13,0
"2021-01-01 10:30:00",15095,1.214,119.09,13,0
"2021-01-01 10:36:00",15096,1.212,118.83,13,0
"2021-01-01 10:42:00",15097,1.209,118.58,13,0
"2021-01-01 10:48:00",15098,1.208,118.46,13,0
"2021-01-01 10:54:00",15099,1.206,118.28,13,0
"2021-01-01 11:00:00",15100,1.204,118.06,13,0
"2021-01-01 11:06:00",15101,1.201,117.82,12.9,0
"2021-01-01 11:12:00",15102,1.199,117.63,12.9,0
"2021-01-01 11:18:00",15103,1.2,117.65,12.9,0
"2021-01-01 11:24:00",15104,1.202,117.83,13,0
"2021-01-01 11:30:00",15105,1.204,118.03,13,0
"2021-01-01 11:36:00",15106,1.207,118.33,13,0
"2021-01-01 11:42:00",15107,1.21,118.63,13,0
"2021-01-01 11:48:00",15108,1.213,118.96,13,0
"2021-01-01 11:54:00",15109,1.218,119.43,13,0
"2021-01-01 12:00:00",15110,1.223,119.93,13,0
"2021-01-01 12:06:00",15111,1.234,121.01,13,0
"2021-01-01 12:12:00",15112,1.239,121.53,13,0
"2021-01-01 12:18:00",15113,1.244,121.98,13.1,0
"2021-01-01 12:24:00",15114,1.248,122.41,13.1,0
"2021-01-01 12:30:00",15115,1.254,123.01,13.1,0
"2021-01-01 12:36:00",15116,1.259,123.5,13.1,0
"2021-01-01 12:42:00",15117,1.264,123.98,13.1,0
"2021-01-01 12:48:00",15118,1.269,124.46,13.2,0
"2021-01-01 12:54:00",15119,1.28,125.49,13.2,0
"2021-01-01 13:00:00",15120,1.292,126.68,13.2,0
"2021-01-01 13:06:00",15121,1.303,127.76,13.2,0
"2021-01-01 13:12:00",15122,1.307,128.19,13.2,0
"2021-01-01 13:18:00",15123,1.318,129.28,13.2,0
"2021-01-01 13:24:00",15124,1.333,130.73,13.2,0
"2021-01-01 13:30:00",15125,1.349,132.31,13.2,0
"2021-01-01 13:36:00",15126,1.364,133.78,13.2,0
"2021-01-01 13:42:00",15127,1.378,135.14,13.3,0
"2021-01-01 13:48:00",15128,1.39,136.33,13.3,0
"2021-01-01 13:54:00",15129,1.401,137.37,13.3,0
"2021-01-01 14:00:00",15130,1.406,137.84,13.3,0
"2021-01-01 14:06:00",15131,1.412,138.5,13.3,0
"2021-01-01 14:12:00",15132,1.425,139.79,13.3,0
"2021-01-01 14:18:00",15133,1.439,141.08,13.3,0
"2021-01-01 14:24:00",15134,1.443,141.51,13.3,0
"2021-01-01 14:30:00",15135,1.449,142.14,13.3,0
"2021-01-01 14:36:00",15136,1.454,142.55,13.3,0
"2021-01-01 14:42:00",15137,1.459,143.12,13.3,0
"2021-01-01 14:48:00",15138,1.472,144.32,13.3,0
"2021-01-01 14:54:00",15139,1.484,145.55,13.3,0
"2021-01-01 15:00:00",15140,1.489,146,13.3,0
"2021-01-01 15:06:00",15141,1.501,147.18,13.3,0
"2021-01-01 15:12:00",15142,1.515,148.6,13.3,0
"2021-01-01 15:18:00",15143,1.529,149.97,13.3,0
"2021-01-01 15:24:00",15144,1.535,150.51,13.3,0
"2021-01-01 15:30:00",15145,1.55,152,13.3,0
"2021-01-01 15:36:00",15146,1.564,153.4,13.3,0
"2021-01-01 15:42:00",15147,1.575,154.44,13.4,0
"2021-01-01 15:48:00",15148,1.586,155.5,13.4,0
"2021-01-01 15:54:00",15149,1.59,155.93,13.4,0
"2021-01-01 16:00:00",15150,1.601,156.97,13.4,0
"2021-01-01 16:06:00",15151,1.606,157.51,13.4,0
"2021-01-01 16:12:00",15152,1.611,158,13.4,0
"2021-01-01 16:18:00",15153,1.621,158.97,13.4,0
"2021-01-01 16:24:00",15154,1.626,159.43,13.4,0
"2021-01-01 16:30:00",15155,1.631,159.99,13.4,0
"2021-01-01 16:36:00",15156,1.645,161.3,13.4,0
"2021-01-01 16:42:00",15157,1.652,162.04,13.4,0
"2021-01-01 16:48:00",15158,1.674,164.17,13.4,0
"2021-01-01 16:54:00",15159,1.685,165.26,13.4,0
"2021-01-01 17:00:00",15160,1.689,165.66,13.4,0
"2021-01-01 17:06:00",15161,1.693,166.03,13.3,0
"2021-01-01 17:12:00",15162,1.696,166.36,13.3,0
"2021-01-01 17:18:00",15163,1.708,167.5,13.3,0
"2021-01-01 17:24:00",15164,1.715,168.16,13.3,0
"2021-01-01 17:30:00",15165,1.719,168.6,13.3,0
"2021-01-01 17:36:00",15166,1.722,168.92,13.3,0
"2021-01-01 17:42:00",15167,1.743,170.96,13.2,0
"2021-01-01 17:48:00",15168,1.75,171.61,13.2,0
"2021-01-01 17:54:00",15169,1.751,171.76,13.2,0
"2021-01-01 18:00:00",15170,1.755,172.15,13.2,0
"2021-01-01 18:06:00",15171,1.766,173.15,13.1,0
"2021-01-01 18:12:00",15172,1.772,173.73,13.1,0
"2021-01-01 18:18:00",15173,1.775,174.05,13,0
"2021-01-01 18:24:00",15174,1.776,174.18,13,0
"2021-01-01 18:30:00",15175,1.778,174.34,13,0
"2021-01-01 18:36:00",15176,1.778,174.39,13,0
"2021-01-01 18:42:00",15177,1.777,174.29,12.9,0
"2021-01-01 18:48:00",15178,1.769,173.45,12.9,0
"2021-01-01 18:54:00",15179,1.763,172.91,12.9,0
"2021-01-01 19:00:00",15180,1.751,171.73,12.9,0
"2021-01-01 19:06:00",15181,1.745,171.17,12.9,0
"2021-01-01 19:12:00",15182,1.739,170.57,12.9,0
"2021-01-01 19:18:00",15183,1.737,170.3,12.9,0
"2021-01-01 19:24:00",15184,1.735,170.16,12.9,0
"2021-01-01 19:30:00",15185,1.734,170.06,12.9,0
"2021-01-01 19:36:00",15186,1.735,170.17,12.9,0
"2021-01-01 19:42:00",15187,1.737,170.3,13,0
"2021-01-01 19:48:00",15188,1.737,170.38,13,0
"2021-01-01 19:54:00",15189,1.739,170.56,13,0
"2021-01-01 20:00:00",15190,1.739,170.5,13,0
"2021-01-01 20:06:00",15191,1.737,170.39,13,0
"2021-01-01 20:12:00",15192,1.735,170.14,13.1,0
"2021-01-01 20:18:00",15193,1.731,169.74,13.1,0
"2021-01-01 20:24:00",15194,1.721,168.8,13.1,0
"2021-01-01 20:30:00",15195,1.715,168.2,13.1,0
